,iata,iso,name,continent,type,lat,lon,size,status
6299,KUG,AU,Kubin Airport,OC,airport,-10.233333,142.3,small,1
6300,LWH,AU,Lawn Hill Airport,OC,airport,-18.583332,138.58333,small,1
6301,LGH,AU,Leigh Creek Airport,OC,airport,-30.466667,138.41667,medium,1
6302,LNO,AU,Leonora Airport,OC,airport,-28.879345,121.316925,medium,1
6303,LEL,AU,Lake Evella Airport,OC,airport,-12.508333,135.8,small,1
6304,LDH,AU,Lord Howe Island Airport,OC,airport,-31.540808,159.07816,small,1
6305,IRG,AU,Lockhart River Airport,OC,airport,-12.788889,143.3125,medium,1
6306,LTP,AU,Lyndhurst Airport,OC,airport,-30.283333,138.35,small,1
6307,LDC,AU,Lindeman Island Airport,OC,airport,-21.0,149.0,small,1
6308,LSY,AU,Lismore Airport,OC,airport,-28.836653,153.26337,medium,1
6309,LOC,AU,Lock Airport,OC,airport,-33.55,135.75,small,1
6310,LOA,AU,Lorraine Airport,OC,airport,-19.0,139.9,small,1
6311,LTV,AU,Lotus Vale Airport,OC,airport,-17.05,141.38333,small,1
6312,LUU,AU,Laura Airport,OC,airport,-15.666667,144.16667,small,1
6313,LHG,AU,Lightning Ridge Airport,OC,airport,-29.458332,147.98334,medium,1
6314,LRE,AU,Longreach Airport,OC,airport,-23.439474,144.27147,medium,1
6315,LUT,AU,New Laura Airport,OC,airport,-15.433333,144.81667,small,1
6316,LER,AU,Leinster Airport,OC,airport,-27.833332,120.61667,medium,1
6317,LVO,AU,Laverton Airport,OC,airport,-28.633333,122.36667,small,1
6318,TGN,AU,Latrobe Valley Airport,OC,airport,-38.2,146.56667,medium,1
6319,LZR,AU,Lizard Island Airport,OC,airport,-14.666667,145.46666,small,1
6320,UBB,AU,Mabuiag Island Airport,OC,airport,-9.95,142.18333,small,1
6321,AVV,AU,Avalon Airport,OC,airport,-38.02637,144.47308,medium,1
6322,ABX,AU,Albury Airport,OC,airport,-36.069626,146.95453,medium,1
6323,MRG,AU,Mareeba Airport,OC,airport,-17.0,145.46666,medium,1
6324,MBB,AU,Marble Bar Airport,OC,airport,-21.25,119.583336,small,1
6325,XMC,AU,Mallacoota Airport,OC,airport,-37.6,149.71666,small,1
6326,MFP,AU,Manners Creek Airport,OC,airport,-22.1,137.98334,small,1
6327,MLR,AU,Millicent Airport,OC,airport,-37.483334,140.01666,small,1
6328,DGE,AU,Mudgee Airport,OC,airport,-32.566666,149.61667,medium,1
6329,MQA,AU,Mandora Airport,OC,airport,-19.75,120.833336,small,1
6330,MKR,AU,Meekatharra Airport,OC,airport,-26.61113,118.54596,medium,1
6331,MEB,AU,Melbourne Essendon Airport,OC,airport,-37.736668,144.8975,medium,1
6332,MIM,AU,Merimbula Airport,OC,airport,-36.910046,149.90202,medium,1
6333,SXE,AU,RAAF Base East Sale,OC,airport,-38.166668,147.0,medium,1
6334,MGT,AU,Milingimbi Airport,OC,airport,-12.093703,134.89352,small,1
6335,MNG,AU,Maningrida Airport,OC,airport,-12.05492,134.23227,medium,1
6336,GSN,AU,Mount Gunson Airport,OC,airport,-31.666668,137.76666,small,1
6337,MGV,AU,Margaret River (Station) Airport,OC,airport,-18.616667,126.86667,small,1
6338,MQZ,AU,Margaret River Airport,OC,airport,-33.933334,115.1,small,1
6339,HBA,AU,Hobart International Airport,OC,airport,-42.837257,147.50519,medium,1
6340,MHO,AU,Mount House Airport,OC,airport,-17.133333,125.76667,small,1
6341,MCV,AU,McArthur River Mine Airport,OC,airport,-16.466667,136.095,small,1
6342,MQL,AU,Mildura Airport,OC,airport,-34.230835,142.08455,medium,1
6343,XML,AU,Minlaton Airport,OC,airport,-35.0,137.5,small,1
6344,MIH,AU,Mitchell Plateau Airport,OC,airport,-26.483334,147.96666,small,1
6345,MTQ,AU,Mitchell Airport,OC,airport,-26.583332,147.96666,small,1
6346,MJP,AU,Manjimup Airport,OC,airport,-34.233334,116.1,small,1
6347,LST,AU,Launceston Airport,OC,airport,-41.54351,147.20532,medium,1
6348,MBW,AU,Melbourne Moorabbin Airport,OC,airport,-37.975834,145.10222,medium,1
6349,MEL,AU,Melbourne International Airport,OC,airport,-37.669613,144.84978,large,1
6350,MMM,AU,Middlemount Airport,OC,airport,-22.8025,148.70473,small,1
6351,MTL,AU,Maitland Airport,OC,airport,-32.733334,151.55,small,1
6352,WME,AU,Mount Keith Airport,OC,airport,-27.287222,120.549446,medium,1
6353,ONR,AU,Monkira Airport,OC,airport,-24.816668,140.56667,small,1
6354,OXY,AU,Morney Airport,OC,airport,-25.35,141.36667,small,1
6355,MMG,AU,Mount Magnet Airport,OC,airport,-28.083332,117.85,medium,1
6356,OOR,AU,Mooraberree Airport,OC,airport,-25.05,141.23334,small,1
6357,MRZ,AU,Moree Airport,OC,airport,-29.496346,149.85019,medium,1
6358,MET,AU,Moreton Airport,OC,airport,-12.75,142.76666,small,1
6359,MIN,AU,Minnipa Airport,OC,airport,-32.833332,134.83333,small,1
6360,MQE,AU,Marqua Airport,OC,airport,-22.816668,137.35,small,1
6361,MOV,AU,Moranbah Airport,OC,airport,-22.06057,148.07442,medium,1
6362,RRE,AU,Marree Airport,OC,airport,-29.65,138.06667,small,1
6363,MWB,AU,Morawa Airport,OC,airport,-29.204166,116.0225,small,1
6364,MYA,AU,Moruya Airport,OC,airport,-35.90251,150.14717,medium,1
6365,MTD,AU,Mount Sanford Station Airport,OC,airport,-17.0,130.56667,small,1
6366,UTB,AU,Muttaburra Airport,OC,airport,-22.5875,144.525,small,1
6367,MGB,AU,Mount Gambier Airport,OC,airport,-37.744072,140.78271,medium,1
6368,ONG,AU,Mornington Island Airport,OC,airport,-16.662558,139.17004,small,1
6369,MNQ,AU,Monto Airport,OC,airport,-24.883333,151.1,small,1
6370,MUQ,AU,Muccan Station Airport,OC,airport,-20.666668,120.0,small,1
6371,MNE,AU,Mungeranie Airport,OC,airport,-28.0,138.6,small,1
6372,MYI,AU,Murray Island Airport,OC,airport,-9.920066,144.06497,small,1
6373,MVK,AU,Mulka Airport,OC,airport,-27.25,138.0,small,1
6374,MXU,AU,Mullewa Airport,OC,airport,-28.55,115.51667,small,1
6375,MXD,AU,Marion Downs Airport,OC,airport,-23.333332,139.6,small,1
6376,MBH,AU,Maryborough Airport,OC,airport,-25.516666,152.71333,small,1
6377,RTY,AU,Merty Merty Airport,OC,airport,-28.25,139.0,small,1
6378,NMR,AU,Nappa Merrie Airport,OC,airport,-27.6,141.11667,small,1
6379,NRA,AU,Narrandera Airport,OC,airport,-34.705643,146.5117,medium,1
6380,NAA,AU,Narrabri Airport,OC,airport,-30.31829,149.82912,medium,1
6381,RPM,AU,Ngukurr Airport,OC,airport,-14.933333,134.0,medium,1
6382,NBH,AU,Nambucca Heads Airport,OC,airport,-30.633333,152.98334,small,1
6383,NLS,AU,Nicholson Airport,OC,airport,-18.050833,128.89583,small,1
6384,NAC,AU,Naracoorte Airport,OC,airport,-36.95,140.83333,small,1
6385,QRM,AU,Narromine Airport,OC,airport,-32.244446,148.36389,medium,1
6386,RVT,AU,Ravensthorpe Airport,OC,airport,-33.785557,120.201385,small,1
6387,NSV,AU,Noosa Airport,OC,airport,-26.416668,153.03334,small,1
6388,NSM,AU,Norseman Airport,OC,airport,-32.2,121.75,small,1
6389,NTN,AU,Normanton Airport,OC,airport,-17.685398,141.07307,medium,1
6390,NUR,AU,Nullabor Motel Airport,OC,airport,-31.433332,130.91667,small,1
6391,NLL,AU,Nullagine Airport,OC,airport,-21.75,120.2,small,1
6392,NUB,AU,Numbulwar Airport,OC,airport,-14.271667,135.71638,small,1
6393,ZNE,AU,Newman Airport,OC,airport,-23.416517,119.80137,medium,1
6394,NYN,AU,Nyngan Airport,OC,airport,-31.566668,147.18333,small,1
6395,OPI,AU,Oenpelli Airport,OC,airport,-12.333333,133.06667,small,1
6396,YOI,CA,Opinaca Aerodrome,NA,airport,,,small,1
6397,XCO,AU,Colac Airport,OC,airport,-38.35,143.58333,small,1
6398,OLP,AU,Olympic Dam Airport,OC,airport,-30.483898,136.88411,small,1
6399,ODD,AU,Oodnadatta Airport,OC,airport,-27.550278,135.45,small,1
6400,MOO,AU,Moomba Airport,OC,airport,-27.5,149.83333,small,1
6401,RBS,AU,Orbost Airport,OC,airport,-37.7,148.5,small,1
6402,OAG,AU,Orange Airport,OC,airport,-33.3816,149.12447,medium,1
6403,ODR,AU,Ord River Airport,OC,airport,-17.5,128.8,small,1
6404,OSO,AU,Osborne Mine Airport,OC,airport,,,small,1
6405,OYN,AU,Ouyen Airport,OC,airport,-35.066666,142.33333,small,1
6406,ADL,AU,Adelaide International Airport,OC,airport,-34.938175,138.53735,medium,1
6407,PUG,AU,Port Augusta Airport,OC,airport,-32.5,137.76666,medium,1
6408,PMK,AU,Palm Island Airport,OC,airport,-18.333332,146.66667,small,1
6409,PBO,AU,Paraburdoo Airport,OC,airport,-23.173908,117.748,medium,1
6410,CCK,CC,Cocos (Keeling) Islands Airport,AS,airport,-12.166667,96.916664,medium,1
6411,PDE,AU,Pandie Pandie Airport,OC,airport,-26.0,138.66667,small,1
6412,DRW,AU,Darwin International Airport,OC,airport,-12.407805,130.87752,medium,1
6413,PRD,AU,Pardoo Airport,OC,airport,-20.1,119.11667,small,1
6414,BEO,AU,Aeropelican Airport,OC,airport,-33.033333,151.66667,small,1
6415,GOV,AU,Gove Airport,OC,airport,-12.269595,136.82265,medium,1
6416,PPI,AU,Port Pirie Airport,OC,airport,-33.233334,138.0,medium,1
6417,JAD,AU,Perth Jandakot Airport,OC,airport,-32.083332,115.88333,medium,1
6418,KTA,AU,Karratha Airport,OC,airport,-20.70826,116.77006,medium,1
6419,KGI,AU,Kalgoorlie Boulder Airport,OC,airport,-30.785246,121.45792,medium,1
6420,PKE,AU,Parkes Airport,OC,airport,-33.138454,148.2329,medium,1
6421,PKT,AU,Port Keats Airport,OC,airport,-14.25,129.53334,medium,1
6422,KNX,AU,Kununurra Airport,OC,airport,-15.784031,128.71268,medium,1
6423,PLO,AU,Port Lincoln Airport,OC,airport,-34.603333,135.87454,medium,1
6424,LEA,AU,Learmonth Airport,OC,airport,-22.239883,114.09427,medium,1
6425,EDR,AU,Pormpuraaw Airport,OC,airport,-14.9,141.61667,small,1
6426,PQQ,AU,Port Macquarie Airport,OC,airport,-31.431402,152.86723,medium,1
6427,PTJ,AU,Portland Airport,OC,airport,-38.384167,141.625,medium,1
6428,PHE,AU,Port Hedland International Airport,OC,airport,-20.377945,118.63164,medium,1
6429,PER,AU,Perth International Airport,OC,airport,-31.933603,115.960236,large,1
6430,PEA,AU,Penneshaw Airport,OC,airport,-35.733334,137.93333,small,1
6431,KTR,AU,Tindal Airport,OC,airport,-14.4575,132.2714,medium,1
6432,UMR,AU,Woomera Airfield,OC,airport,-31.15,136.81667,small,1
6433,XCH,CX,Christmas Island Airport,AS,airport,-10.5,105.666664,medium,1
6434,UIR,AU,Quirindi Airport,OC,airport,-31.5,150.51666,small,1
6435,ULP,AU,Quilpie Airport,OC,airport,-26.633333,144.3,medium,1
6436,UEE,AU,Queenstown Airport,OC,airport,-42.083332,145.55,small,1
6437,RMK,AU,Renmark Airport,OC,airport,-34.2,140.68333,medium,1
6438,RCM,AU,Richmond Airport,OC,airport,-20.70389,143.11667,small,1
6439,RAM,AU,Ramingining Airport,OC,airport,-12.0,134.81667,small,1
6440,ROH,AU,Robinhood Airport,OC,airport,-18.25,144.0,small,1
6441,RBU,AU,Roebourne Airport,OC,airport,-20.8,117.166664,small,1
6442,RBC,AU,Robinvale Airport,OC,airport,-34.666668,142.75,small,1
6443,RMA,AU,Roma Airport,OC,airport,-26.543552,148.77943,medium,1
6444,RSB,AU,Roseberth Airport,OC,airport,-25.833332,139.63333,small,1
6445,RTS,AU,Rottnest Island Airport,OC,airport,-32.006943,115.53667,medium,1
6446,RTP,AU,Rutland Plains Airport,OC,airport,-15.6,141.83333,small,1
6447,RHL,AU,Roy Hill Station Airport,OC,airport,-22.75,120.0,small,1
6448,NDS,AU,Sandstone Airport,OC,airport,-27.983334,119.3,small,1
6449,BWU,AU,Sydney Bankstown Airport,OC,airport,-33.916668,151.03334,medium,1
6450,CBR,AU,Canberra International Airport,OC,airport,-35.30735,149.19052,large,1
6451,CFS,AU,Coffs Harbour Airport,OC,airport,-30.322863,153.1153,medium,1
6452,CDU,AU,Camden Airport,OC,airport,-15.45,124.416664,medium,1
6453,NSO,AU,Scone Airport,OC,airport,-32.03611,150.8325,small,1
6454,SQC,AU,Southern Cross Airport,OC,airport,-31.25,119.35,small,1
6455,DBO,AU,Dubbo City Regional Airport,OC,airport,-32.218822,148.56956,medium,1
6456,SGO,AU,St George Airport,OC,airport,-28.053333,148.59389,small,1
6457,SIX,AU,Singleton Airport,OC,airport,-32.566666,151.16667,small,1
6458,ZGL,AU,South Galway Airport,OC,airport,-25.683332,142.11667,small,1
6459,SGP,AU,Shay Gap Airport,OC,airport,-20.816668,120.23333,small,1
6460,DNM,AU,Shark Bay Airport,OC,airport,-25.916668,113.53333,medium,1
6461,JHQ,AU,Shute Harbour Airport,OC,airport,-22.0,147.0,small,1
6462,SHT,AU,Shepparton Airport,OC,airport,-36.38333,145.43333,medium,1
6463,SBR,AU,Saibai Island Airport,OC,airport,-9.383333,142.63333,small,1
6464,SIO,AU,Smithton Airport,OC,airport,-40.835835,145.08167,medium,1
6465,SHU,AU,Smith Point Airport,OC,airport,-11.133333,132.13333,small,1
6466,STH,AU,Strathmore Airport,OC,airport,-17.833332,142.58333,small,1
6467,SNB,AU,Snake Bay Airport,OC,airport,-11.416667,130.66667,medium,1
6468,NLK,NF,Norfolk Island International Airport,OC,airport,-29.0425,167.93944,medium,1
6469,NOA,AU,Nowra Airport,OC,airport,-34.950558,150.5375,medium,1
6470,SNH,AU,Stanthorpe Airport,OC,airport,-28.65,151.95,small,1
6471,SCG,AU,Spring Creek Airport,OC,airport,-38.016666,142.41667,small,1
6472,SHQ,AU,Southport Airport,OC,airport,-27.951944,153.42778,small,1
6473,KSV,AU,Springvale Airport,OC,airport,-23.55,140.68333,small,1
6474,SRN,AU,Strahan Airport,OC,airport,-42.15,145.31667,small,1
6475,SYD,AU,Sydney Kingsford Smith International Airport,OC,airport,-33.932922,151.1799,large,1
6476,HLS,AU,St Helens Airport,OC,airport,-41.266666,148.25,small,1
6477,TMW,AU,Tamworth Airport,OC,airport,-31.0845,150.8485,medium,1
6478,WGA,AU,Wagga Wagga City Airport,OC,airport,-35.15992,147.46626,medium,1
6479,SWH,AU,Swan Hill Airport,OC,airport,-35.38333,143.61667,medium,1
6480,SWC,AU,Stawell Airport,OC,airport,-37.066666,142.76666,medium,1
6481,XTR,AU,Tara Airport,OC,airport,-27.283333,150.46666,small,1
6482,TBL,AU,Tableland Homestead Airport,OC,airport,-17.3,126.833336,small,1
6483,XTO,AU,Taroom Airport,OC,airport,-25.433332,149.8,small,1
6484,TAQ,AU,Tarcoola Airport,OC,airport,-30.683332,134.55,small,1
6485,TBK,AU,Timber Creek Airport,OC,airport,-15.65,130.48334,small,1
6486,TDR,AU,Theodore Airport,OC,airport,-24.983334,150.08333,small,1
6487,TEF,AU,Telfer Airport,OC,airport,-21.713057,122.21222,medium,1
6488,TEM,AU,Temora Airport,OC,airport,-34.416668,147.5,medium,1
6489,TAN,AU,Tangalooma Airport,OC,airport,-27.083332,153.25,small,1
6490,XTG,AU,Thargomindah Airport,OC,airport,-27.966667,143.76666,medium,1
6491,TYG,AU,Thylungra Airport,OC,airport,-26.098612,143.45555,small,1
6492,TYB,AU,Tibooburra Airport,OC,airport,-29.456944,142.06223,medium,1
6493,TKY,AU,Turkey Creek Airport,OC,airport,-17.066668,128.25,small,1
6494,TUM,AU,Tumut Airport,OC,airport,-35.3,148.21666,medium,1
6495,TYP,AU,Tobermorey Airport,OC,airport,-22.283333,137.96666,small,1
6496,THG,AU,Thangool Airport,OC,airport,-24.494162,150.57639,medium,1
6497,TCA,AU,Tennant Creek Airport,OC,airport,-19.638056,134.18083,medium,1
6498,TCW,AU,Tocumwal Airport,OC,airport,-35.816666,145.6,small,1
6499,TRO,AU,Taree Airport,OC,airport,-31.890272,152.50896,medium,1
6500,YTU,CA,Tasu Water Aerodrome,NA,seaplanes,,,,1
6501,TWB,AU,Toowoomba Airport,OC,airport,-27.542221,151.9139,medium,1
6502,UDA,AU,Undara Airport,OC,airport,-18.183332,144.6,small,1
6503,CZY,AU,Cluny Airport,OC,airport,-24.516666,139.53334,small,1
6504,USL,AU,Useless Loop Airport,OC,airport,-25.966667,113.11667,small,1
6505,VCD,AU,Victoria River Downs Airport,OC,airport,-16.4,131.0,small,1
6506,VNR,AU,Vanrook Station Airport,OC,airport,-16.866667,141.91667,small,1
6507,WLA,AU,Wallal Airport,OC,airport,-19.783333,120.666664,small,1
6508,WAV,AU,Wave Hill Airport,OC,airport,-17.483334,130.95,small,1
6509,WMB,AU,Warrnambool Airport,OC,airport,-38.295,142.44833,small,1
6510,SYU,AU,Warraber Island Airport,OC,airport,-10.208333,142.81667,small,1
6511,WIO,AU,Wilcannia Airport,OC,airport,-31.083332,143.55,small,1
6512,WLC,AU,Walcha Airport,OC,airport,-30.983334,151.6,small,1
6513,WAZ,AU,Warwick Airport,OC,airport,-28.15,151.95,small,1
6514,WND,AU,Windarra Airport,OC,airport,-28.266666,121.833336,small,1
6515,WNR,AU,Windorah Airport,OC,airport,-25.416668,142.66667,medium,1
6516,WGT,AU,Wangaratta Airport,OC,airport,-36.36667,146.33333,medium,1
6517,WYA,AU,Whyalla Airport,OC,airport,-33.05241,137.52197,medium,1
6518,WIT,AU,Wittenoom Airport,OC,airport,-22.266666,118.333336,small,1
6519,WKB,AU,Warracknabeal Airport,OC,airport,-36.15,142.43333,medium,1
6520,WGE,AU,Walgett Airport,OC,airport,-30.033333,148.13333,medium,1
6521,NTL,AU,Newcastle Airport,OC,airport,-32.804592,151.84006,medium,1
6522,WUN,AU,Wiluna Airport,OC,airport,-26.633333,120.21667,medium,1
6523,WPK,AU,Wrotham Park Airport,OC,airport,-16.633333,144.0,small,1
6524,WDI,AU,Wondai Airport,OC,airport,-26.333332,151.81667,small,1
6525,WOL,AU,Wollongong Airport,OC,airport,-34.566666,150.78334,medium,1
6526,QRR,AU,Warren Airport,OC,airport,-31.733334,147.825,medium,1
6527,WLO,AU,Waterloo Airport,OC,airport,-16.633333,129.31667,small,1
6528,WIN,AU,Winton Airport,OC,airport,-22.35,143.06667,medium,1
6529,WUD,AU,Wudinna Airport,OC,airport,-33.016666,135.61945,small,1
6530,WEW,AU,Wee Waa Airport,OC,airport,-30.233334,149.43333,small,1
6531,WRW,AU,Warrawagine Airport,OC,airport,-20.866667,120.71667,small,1
6532,WWI,AU,Woodie Woodie Airport,OC,airport,-21.633333,121.23333,small,1
6533,WYN,AU,Wyndham Airport,OC,airport,-15.507222,128.1375,small,1
6534,BWT,AU,Wynyard Airport,OC,airport,-40.993145,145.72507,medium,1
6535,YLG,AU,Yalgoo Airport,OC,airport,-28.35,116.666664,small,1
6536,OKR,AU,Yorke Island Airport,OC,airport,-9.751593,143.40556,small,1
6537,KYF,AU,Yeelirrie Airport,OC,airport,-27.277779,120.075,small,1
6538,XMY,AU,Yam Island Airport,OC,airport,-10.483333,142.45,small,1
6539,YUE,AU,Yuendumu Airport,OC,airport,-22.266666,131.81667,small,1
6540,NGA,AU,Young Airport,OC,airport,-34.25,148.25,medium,1
6541,ORR,AU,Yorketown Airport,OC,airport,-35.033333,137.58333,small,1
6542,KYI,AU,Yalata Mission Airport,OC,airport,-31.483334,131.86667,small,1
6543,HPR,ZA,Pretoria Central Heliport,AF,heliport,,,,1
6544,ULX,ZA,Ulusaba Airport,AF,airport,-24.783333,31.35,small,1
6545,TDT,ZA,Tanda Tula Airport,AF,airport,-24.533333,31.3,small,1
6546,HZV,ZA,Hazyview Airport,AF,airport,-25.066668,31.130556,small,1
6547,KHO,ZA,Khoka Moya Airport,AF,airport,-24.583332,31.416668,small,1
6548,MBM,ZA,Mkambati Airport,AF,airport,-31.283333,29.966667,small,1
6549,INY,ZA,Inyati Airport,AF,airport,-24.783333,31.383333,small,1
6550,TSD,ZA,Tshipise Airport,AF,airport,-22.616667,30.166668,small,1
6551,KIG,ZA,Koingnaas Airport,AF,airport,-30.2,17.266666,small,1
6552,PEK,CN,Beijing Capital International Airport,AS,airport,40.078537,116.5871,large,1
6553,CIF,CN,Chifeng Airport,AS,airport,42.237392,118.91089,medium,1
6554,CIH,CN,Changzhi Airport,AS,airport,36.24588,113.12158,small,1
6555,DSN,CN,Ordos Ejin Horo Airport,AS,airport,39.49672,109.86053,medium,1
6556,DAT,CN,Datong Airport,AS,airport,40.05554,113.48136,small,1
6557,ERL,CN,Erenhot Saiwusu International Airport,AS,airport,43.426674,112.09845,medium,1
6558,HDG,CN,Handan Airport,AS,airport,36.525833,114.425,medium,1
6559,HET,CN,Baita International Airport,AS,airport,40.854713,111.814156,medium,1
6560,ZBK,ME,,EU,airport,43.15,19.116667,small,1
6561,HLD,CN,Dongshan Airport,AS,airport,49.209873,119.80654,medium,1
6562,NAY,CN,Beijing Nanyuan Airport,AS,airport,39.7825,116.38778,large,1
6563,BAV,CN,Baotou Airport,AS,airport,40.563328,110.0009,medium,1
6564,SHP,CN,Shanhaiguan Airport,AS,airport,39.965214,119.71656,medium,1
6565,SJW,CN,Shijiazhuang Daguocun International Airport,AS,airport,38.274376,114.69443,medium,1
6566,TSN,CN,Tianjin Binhai International Airport,AS,airport,39.122627,117.3399,large,1
6567,TGO,CN,Tongliao Airport,AS,airport,43.55701,122.204605,medium,1
6568,HLH,CN,Ulanhot Airport,AS,airport,46.19349,122.00148,small,1
6569,XIL,CN,Xilinhot Airport,AS,airport,43.918762,115.95924,medium,1
6570,YCU,CN,Yuncheng Guangong Airport,AS,airport,35.018,110.993,small,1
6571,TYN,CN,Taiyuan Wusu Airport,AS,airport,37.754997,112.62585,large,1
6572,BHY,CN,Beihai Airport,AS,airport,21.540333,109.28785,small,1
6573,CGD,CN,Changde Airport,AS,airport,28.924467,111.63886,medium,1
6574,HJJ,CN,Zhijiang Airport,AS,airport,27.44139,109.69972,medium,1
6575,DYG,CN,Dayong Airport,AS,airport,29.10712,110.44569,small,1
6576,CAN,CN,Guangzhou Baiyun International Airport,AS,airport,23.387861,113.29734,large,1
6577,CSX,CN,Changsha Huanghua Airport,AS,airport,28.193336,113.21459,large,1
6578,HNY,CN,Hengyang Airport,AS,airport,26.85,112.5,small,1
6579,KWL,CN,Guilin Liangjiang International Airport,AS,airport,25.133333,110.316666,large,1
6580,MXZ,CN,Meixian Airport,AS,airport,24.266811,116.10449,small,1
6581,NNG,CN,Nanning Wuxu Airport,AS,airport,22.61321,108.1675,large,1
6582,SWA,CN,Shantou Waisha Airport,AS,airport,23.430237,116.75859,medium,1
6583,ZUH,CN,Zhuhai Airport,AS,airport,22.011787,113.3706,medium,1
6584,SZX,CN,Shenzhen Bao'an International Airport,AS,airport,22.639444,113.81084,large,1
6585,WUZ,CN,Changzhoudao Airport,AS,airport,23.456062,111.25191,small,1
6586,XIN,CN,Xingning Airport,AS,airport,24.0,116.0,small,1
6587,LZH,CN,Bailian Airport,AS,airport,24.206156,109.39843,medium,1
6588,ZHA,CN,Zhanjiang Airport,AS,airport,21.214727,110.36272,medium,1
6589,AYN,CN,Anyang Airport,AS,airport,36.1,114.35,small,1
6590,CGO,CN,Xinzheng Airport,AS,airport,34.52752,113.84024,large,1
6591,ENH,CN,Enshi Airport,AS,airport,30.321934,109.48201,small,1
6592,LHK,CN,Guangzhou MR Air Base,AS,airport,32.266666,111.63333,medium,1
6593,WUH,CN,Wuhan Tianhe International Airport,AS,airport,30.776598,114.209625,large,1
6594,LYA,CN,Luoyang Airport,AS,airport,34.736362,112.38541,small,1
6595,NNY,CN,Nanyang Airport,AS,airport,32.9837,112.61305,small,1
6596,SHS,CN,Shashi Airport,AS,airport,30.316668,112.23333,small,1
6597,XFN,CN,Xiangfan Airport,AS,airport,32.151558,112.28627,small,1
6598,YIH,CN,Yichang Airport,AS,airport,30.549934,111.478935,medium,1
6599,ZIZ,PK,Zamzama Heliport,AS,heliport,,,,1
6600,HAK,CN,Haikou Meilan International Airport,AS,airport,19.941612,110.45717,large,1
6601,SYX,CN,Sanya Phoenix International Airport,AS,airport,18.31063,109.409706,large,1
6602,FNJ,KP,Sunan International Airport,AS,airport,39.2,125.666664,medium,1
6603,AKA,CN,Ankang Airport,AS,airport,32.7091,108.936,small,1
